Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
06/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,98,3,43,32,6,37,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,3,2,6,5,7,0,17,12,0,7,1,17,3,1,0
08/27/2020,385,2,28,40,133,75,59,32,24,12,9,1,210,173,2,182,6,60,81,19,37,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,7,2,4,5,3,0,20,8,0,10,0,7,6,3,2
05/22/2020,723,36,94,64,154,135,125,112,74,35,24,0,368,346,9,352,10,143,62,28,128,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,1,8,13,10,11,18,18,15,0,39,55,0,39,4,34,10,0,7
03/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
03/15/2020,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
03/24/2020,350,2,122,1,59,67,58,56,61,34,14,0,158,191,1,63,13,156,84,9,25,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,11,14,29,28,22,14,0,50,72,0,23,0,74,18,5,2
07/29/2020,445,3,20,56,131,94,68,50,28,12,6,0,231,208,6,181,7,98,89,18,52,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,3,1,1,0,7,13,0,8,0,8,2,2,0
03/04/2020,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3,0,0,0,3,1,0,0
09/14/2020,430,3,20,62,108,91,66,59,27,9,8,0,226,203,1,191,9,62,89,8,71,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,2,3,2,3,3,3,2,2,0,8,12,0,7,0,8,5,0,0
03/08/2020,3,0,9,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,0,3,6,0,2,0,5,2,0,0
07/04/2020,63,5,17,8,16,10,13,6,7,2,1,0,33,28,2,12,1,17,13,3,17,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,0,1,0,2,2,0,1,5,2,3,2,0,9,8,0,1,0,10,1,1,4
08/30/2020,101,4,22,12,24,16,18,14,8,4,5,0,50,51,0,27,1,22,32,5,14,0,0,0,0,0,0,3,1,0,3,1,0,1,0,3,0,0,0,2,2,1,2,4,4,2,5,0,9,13,0,6,0,9,5,0,2
08/05/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,172,3,83,71,12,37,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,3,0,2,4,4,3,4,0,11,9,0,5,0,10,4,1,0
